name,start_time,duration,"data"
"Async Serial",1.27058634,0.00030436,"v"
"Async Serial",1.27090668,0.00030436,"1"
"Async Serial",1.27122702,0.00030436,"c"
"Async Serial",1.27154738,0.00030436,"3"
"Async Serial",1.27186772,0.00030436,"!"
"Async Serial",1.27218806,0.00030436,"!"
"Async Serial",1.2725084,0.00030436,"5"
"Async Serial",1.27282876,0.00030436,"2"
"Async Serial",1.2731491,0.00030436,"}"
"Async Serial",1.27346944,0.00030436,"\n"
"Async Serial",1.27378978,0.00030436,"\n"
